epoch,accuracy,learning_rate,loss,top_3_accuracy,val_accuracy,val_loss,val_top_3_accuracy
51,0.965826690196991,4.0000000467443897e-07,0.10196354240179062,0.9968933463096619,0.9689527153968811,0.08905476331710815,0.9990732073783875
52,0.9687032699584961,4.0000000467443897e-07,0.10298313945531845,0.9966632127761841,0.9694161415100098,0.08883091807365417,0.9990732073783875
53,0.9649062156677246,4.0000000467443897e-07,0.09363961219787598,0.9962029457092285,0.9694161415100098,0.08840474486351013,0.9990732073783875
54,0.963640570640564,1.0000000116860974e-07,0.09521930664777756,0.9959728717803955,0.9703429341316223,0.0886978879570961,0.9990732073783875
55,0.9665170907974243,1.0000000116860974e-07,0.09758064150810242,0.9970083832740784,0.9698795080184937,0.08850733935832977,0.9990732073783875
56,0.9685881733894348,1.0000000116860974e-07,0.0914648026227951,0.996087908744812,0.9698795080184937,0.08862534910440445,0.9990732073783875
57,0.96617192029953,1.0000000116860974e-07,0.09879665076732635,0.9965481758117676,0.9694161415100098,0.0890558585524559,0.9990732073783875
58,0.965596616268158,1.0000000116860974e-07,0.09196240454912186,0.9974686503410339,0.9689527153968811,0.08880845457315445,0.9990732073783875
59,0.967782735824585,1.0000000116860974e-07,0.08832883089780807,0.9968933463096619,0.9698795080184937,0.08872577548027039,0.9990732073783875
60,0.9666321277618408,1.0000000116860974e-07,0.09466904401779175,0.9971234798431396,0.9703429341316223,0.0882604718208313,0.9990732073783875
61,0.9644460082054138,1.0000000116860974e-07,0.09681107848882675,0.9950523376464844,0.9703429341316223,0.08858748525381088,0.9990732073783875
